"Estimate.Intercept","Est.Error.Intercept","Q2.5.Intercept","Q97.5.Intercept","shrinkage","RegionID"
-0.379589180222425,-1.00755816453077,-0.0422218977049144,-0.538821996212456,-0.735970472248143,"1"
-0.754628006343124,0.992266450388185,-0.978220319304227,-0.615039759312306,1.1385438633447,"2"
1.13421718656555,0.0152917141425851,1.02044221700914,1.15386175552476,-0.402573391096554,"3"
